unique_id,amount,date_time_of_pickup,longitude_of_pickup,latitude_of_pickup,longitude_of_dropoff,latitude_of_dropoff,no_of_passenger
27:00.0,12.5,2013-01-30 19:27:00 UTC,-73.96667,40.79374,-73.97612,40.75867,6
53:18.0,20.9,2011-05-24 22:53:18 UTC,-73.982874,40.678964,-73.978966,40.762046,2
05:00.0,6.5,2009-02-20 20:05:00 UTC,-74.005852,40.74043,-73.992068,40.734325,1
33:27.0,23.7,2009-03-20 16:33:27 UTC,-73.991157,40.745159,-73.8734,40.774308,1
56:54.0,8.2,2009-03-21 00:56:54 UTC,-74.006472,40.733097,-73.979249,40.75265,1
22:35.0,18.9,2011-03-20 03:22:35 UTC,-73.913338,40.743851,-73.83366,40.756017,1
27:39.0,8,2015-03-12 22:27:39 UTC,-73.97953796,40.73981857,-73.99480438,40.71869659,4
51:27.0,8.5,2010-11-13 14:51:27 UTC,-73.982898,40.78202,-73.973493,40.763123,2
02:51.0,11,2013-08-18 19:02:51 UTC,-73.985773,40.743555,-73.967244,40.770029,3
00:00.0,17,2014-02-04 04:00:00 UTC,-73.995005,40.74987,-73.953712,40.800397,1
56:03.0,11,2015-03-21 12:56:03 UTC,-73.97463989,40.76189041,-73.99876404,40.7611618,5
33:54.0,8.1,2010-04-06 00:33:54 UTC,-73.998806,40.745354,-73.991578,40.723695,1
28:00.0,7.3,2011-11-17 12:28:00 UTC,-73.99212,40.74937,-73.979297,40.753237,6
24:42.0,57.33,2014-10-17 18:24:42 UTC,-73.783523,40.648555,-73.992567,40.756879,2
24:00.0,16.5,2012-03-02 08:24:00 UTC,-74.014527,40.703327,-73.966078,40.756152,1
20:00.0,6.5,2012-10-08 19:20:00 UTC,-73.983532,40.749922,-73.985318,40.759485,1
51:03.0,4.5,2012-11-06 12:51:03 UTC,-73.964507,40.773127,-73.968055,40.771024,1
26:00.0,4.5,2013-01-03 16:26:00 UTC,-73.958563,40.772407,-73.950112,40.784072,4
42:00.0,13,2014-01-13 00:42:00 UTC,-73.988342,40.76327,-73.949365,40.773415,1
23:45.0,15.5,2014-01-31 21:23:45 UTC,-73.989167,40.748093,-73.979006,40.791085,1
23:00.0,6.5,2014-11-25 19:23:00 UTC,-73.986252,40.72404,-74.002272,40.733512,5
20:12.0,5.3,2009-05-12 09:20:12 UTC,-73.973429,40.744032,-73.970505,40.758279,1
57:22.0,6.5,2009-07-09 18:57:22 UTC,-73.969987,40.759865,-73.969782,40.759621,1
05:14.0,3.7,2010-06-25 14:05:14 UTC,-73.970372,40.752473,-73.973174,40.746528,1
05:14.0,8.5,2010-06-25 14:05:14 UTC,-73.977187,40.774882,-73.950906,40.79205,1
16:38.0,9,2013-07-28 01:16:38 UTC,-73.991694,40.754424,-73.978693,40.782431,1
19:00.0,8,2012-10-25 20:19:00 UTC,-73.844427,40.721497,-73.82292,40.728792,2
49:45.0,9.5,2012-12-14 00:49:45 UTC,-73.993583,40.721177,-73.988957,40.748428,1
05:33.0,13.5,2015-03-03 09:05:33 UTC,-73.98062897,40.74672699,-73.981987,40.7240448,2
38:56.0,8.5,2010-01-12 11:38:56 UTC,-73.996427,40.732156,-73.981383,40.758996,1
24:00.0,5,2013-09-05 14:24:00 UTC,-73.958215,40.810787,-73.96628,40.804592,4
56:09.0,6.9,2010-11-17 20:56:09 UTC,-73.975817,40.754817,-73.990581,40.751,1
34:00.0,8.5,2011-08-07 21:34:00 UTC,-73.969277,40.753675,-73.992388,40.728988,1
51:00.0,31.3,2011-02-09 12:51:00 UTC,-74.006808,40.729102,-73.957365,40.609123,5
22:00.0,3.7,2011-04-12 12:22:00 UTC,-73.99234,40.712993,-73.990425,40.718772,1
48:00.0,9.5,2012-09-20 19:48:00 UTC,-73.960685,40.77019,-73.979735,40.775338,1
48:08.0,3.3,2011-03-06 15:48:08 UTC,-73.986997,40.756754,-73.99143,40.752221,4
51:00.0,7.3,2011-04-08 12:51:00 UTC,-73.97394,40.791837,-73.979297,40.772678,1
49:00.0,7.7,2012-01-21 03:49:00 UTC,-73.980997,40.737925,-73.986358,40.745285,1
13:00.0,6.1,2012-04-21 17:13:00 UTC,-73.98298,40.755815,-73.984958,40.74322,4
43:00.0,5.7,2011-02-22 08:43:00 UTC,-73.951927,40.769283,-73.956387,40.77987,1
15:00.0,7,2012-12-18 19:15:00 UTC,-73.990573,40.736587,-73.988698,40.747988,1
13:06.0,7,2013-05-02 09:13:06 UTC,-74.003074,40.739268,-74.002912,40.74923,1
38:00.0,16.5,2013-12-09 17:38:00 UTC,-73.993025,40.751777,-73.970005,40.799652,2
00:00.0,22.5,2009-03-03 01:00:00 UTC,-73.998065,40.740457,-73.937345,40.85366,5
08:52.0,4.1,2010-07-20 09:08:52 UTC,-73.961104,40.771592,-73.952144,40.78137,1
37:08.0,20,2014-09-21 20:37:08 UTC,-73.989542,40.72628,-73.978656,40.662494,4
13:00.0,4.5,2010-09-06 17:13:00 UTC,-73.98075,40.729825,-73.85906,40.574652,1
25:54.0,10.5,2013-07-27 00:25:54 UTC,-74.007445,40.725987,-74.002523,40.750072,1
51:00.0,10.9,2012-05-06 01:51:00 UTC,-74.006118,40.725692,-73.971243,40.756197,1
19:22.0,8,2012-10-23 20:19:22 UTC,-73.969802,40.75808,-73.987974,40.74383,1
56:11.0,12,2013-07-29 11:56:11 UTC,-73.995305,40.759691,-73.964684,40.764795,1
13:07.0,14.9,2009-11-23 13:13:07 UTC,-73.991453,40.732224,-73.945121,40.723525,1
58:14.0,14.5,2014-01-07 05:58:14 UTC,-73.923064,40.764672,-73.974246,40.752379,2
53:00.0,11,2014-04-17 07:53:00 UTC,-73.997907,40.722427,-73.978967,40.753322,1
39:00.0,15.3,2009-12-06 18:39:00 UTC,-73.961552,40.811457,-73.94199,40.786923,2
26:33.0,4.9,2010-06-24 11:26:33 UTC,-74.003356,40.73253,-74.003712,40.722395,1
18:13.0,7.5,2013-08-04 12:18:13 UTC,-73.995263,40.749637,-73.985306,40.759976,1
27:29.0,25,2014-06-11 08:27:29 UTC,-73.997947,40.68275,-73.971102,40.752539,1
11:28.0,5.5,2015-06-11 05:11:28 UTC,-73.95993805,40.76248932,-73.95465851,40.77662277,1
38:43.0,8.9,2011-08-10 08:38:43 UTC,-73.955131,40.777427,-73.975522,40.760517,1
51:27.0,6.1,2010-04-21 08:51:27 UTC,-73.962706,40.763442,-73.962706,40.763442,1
15:00.0,15.7,2012-05-19 02:15:00 UTC,-73.98851,40.72968,-73.970587,40.790815,5
23:27.0,10.5,2013-01-29 17:23:27 UTC,-73.990331,40.750751,-73.981788,40.772868,1
30:00.0,5,2014-06-12 08:30:00 UTC,-74.00392,40.707972,-73.994912,40.712225,1
46:00.0,12,2014-12-05 03:46:00 UTC,-73.997132,40.7371,-73.958122,40.760827,1
27:09.0,7.1,2009-03-04 17:27:09 UTC,-73.992968,40.750813,-73.9752,40.746104,1
48:00.0,8.1,2009-05-05 07:48:00 UTC,-73.981118,40.774375,-73.96645,40.789948,1
31:41.0,6.9,2011-05-28 02:31:41 UTC,-74.000345,40.730066,-73.98358,40.743781,2
46:00.0,5.7,2010-06-06 10:46:00 UTC,-74.004308,40.707165,-74.004308,40.707165,1
47:00.0,5.3,2009-03-22 11:47:00 UTC,-74.015827,40.71084,-74.00745,40.715517,1
04:00.0,5.7,2011-12-10 04:04:00 UTC,-74.003965,40.742062,-74.000145,40.730155,1
31:11.0,30.3,2013-01-25 14:31:11 UTC,-73.978639,40.751975,-73.87263,40.774314,1
41:26.0,10.1,2011-03-10 12:41:26 UTC,-73.969912,40.762443,-73.982574,40.751343,2
38:00.0,11.5,2014-04-18 23:38:00 UTC,-73.983007,40.693722,-74.002288,40.729405,2
41:33.0,7.7,2010-03-02 22:41:33 UTC,-73.947445,40.714247,-73.944937,40.689096,1
44:00.0,13.7,2011-07-25 05:44:00 UTC,-73.931872,40.759817,-73.987922,40.725525,1
23:44.0,5.3,2011-12-15 09:23:44 UTC,-73.988039,40.756795,-73.980445,40.759544,1
28:26.0,9.5,2013-04-21 14:28:26 UTC,-73.982636,40.731427,-74.006526,40.741514,1
47:00.0,7.5,2014-09-29 07:47:00 UTC,-73.981343,40.74727,-73.98019,40.760512,5
43:00.0,6,2013-11-27 09:43:00 UTC,-73.974107,40.791477,-73.980347,40.781425,1
02:37.0,5.7,2010-08-17 20:02:37 UTC,-73.958419,40.772631,-73.954371,40.788105,1
39:24.0,57.33,2014-10-11 13:39:24 UTC,-73.966195,40.805232,-73.789209,40.641752,2
33:46.0,8.1,2009-12-22 08:33:46 UTC,-73.997828,40.729362,-74.013261,40.717427,1
49:19.0,8.9,2012-07-02 18:49:19 UTC,-73.972516,40.755206,-73.99317,40.734716,1
26:20.0,7,2012-11-04 18:26:20 UTC,-73.983765,40.770551,-74.000341,40.747888,1
39:00.0,80.75,2013-06-14 16:39:00 UTC,-74.00518,40.751547,-74.176987,40.694782,1
04:00.0,7.5,2014-08-19 09:04:00 UTC,-73.97703,40.764742,-73.979662,40.7814,2
24:00.0,6.5,2010-04-13 17:24:00 UTC,-73.988608,40.748125,-73.990732,40.756175,1
48:31.0,5.3,2010-11-26 13:48:31 UTC,-73.981286,40.746919,-73.976859,40.759009,2
24:17.0,36.9,2012-04-06 22:24:17 UTC,-73.86306,40.76886,-74.000676,40.735935,1
09:00.0,26,2012-09-18 08:09:00 UTC,-73.885827,40.767968,-73.916925,40.754402,1
02:00.0,11.5,2014-05-01 15:02:00 UTC,-73.954957,40.765397,-73.983407,40.78137,3
34:00.0,6.5,2010-08-12 22:34:00 UTC,-74.006093,40.748523,-73.991448,40.750045,1
08:16.0,10.9,2010-12-12 01:08:16 UTC,-73.986669,40.761589,-73.95732,40.801775,1
23:00.0,13.7,2011-10-18 09:23:00 UTC,-73.976913,40.790053,-73.98611,40.746473,2
51:00.0,7,2012-12-10 12:51:00 UTC,-73.97351,40.748522,-73.988325,40.750062,2
57:10.0,27.5,2014-06-04 20:57:10 UTC,-73.988035,40.738055,-73.894787,40.771385,1
40:07.0,7,2015-06-16 06:40:07 UTC,-73.99060822,40.74054337,-73.97948456,40.76140213,1
30:00.0,5.3,2009-03-14 22:30:00 UTC,-73.975065,40.791285,-73.960468,40.80086,2
06:00.0,10.1,2009-09-13 18:06:00 UTC,-73.98945,40.76297,-73.959347,40.772492,2
17:00.0,9.7,2012-01-08 02:17:00 UTC,-73.954428,40.764152,-73.986432,40.777687,1
39:00.0,18.5,2014-02-18 09:39:00 UTC,-73.975598,40.751452,-74.007582,40.737027,1
11:00.0,57.33,2014-02-27 13:11:00 UTC,-73.783988,40.648648,-73.985285,40.759422,1
25:00.0,7.7,2009-07-23 17:25:00 UTC,-73.966583,40.754957,-73.982437,40.746777,5
31:42.0,6.1,2011-02-09 09:31:42 UTC,-73.961639,40.76829,-73.952753,40.783572,1
56:37.0,9.3,2011-07-27 09:56:37 UTC,-73.970275,40.767892,-73.991844,40.754421,1
49:00.0,7.7,2011-11-24 13:49:00 UTC,-73.992897,40.73088,-73.980352,40.754047,5
09:00.0,10.5,2013-06-30 12:09:00 UTC,-73.98132,40.741515,-73.982608,40.747572,1
18:00.0,6.9,2012-01-15 09:18:00 UTC,-73.983362,40.725977,-73.993662,40.741462,6
45:00.0,4.9,2012-02-05 09:45:00 UTC,-73.966845,40.804622,-73.974023,40.792565,1
17:20.0,12.5,2014-11-18 19:17:20 UTC,-73.964927,40.806871,-73.980483,40.77522,1
21:13.0,16.9,2009-07-16 19:21:13 UTC,-73.975352,40.758199,-74.00926,40.704376,1
09:13.0,26.1,2012-01-29 22:09:13 UTC,-74.011075,40.702733,-73.915101,40.77089,1
28:35.0,12,2015-01-31 10:28:35 UTC,-73.95372772,40.78790283,-73.98320007,40.75817108,1
33:00.0,7.3,2009-12-24 00:33:00 UTC,-73.982297,40.774913,-73.970715,40.797508,1
01:00.0,5.7,2012-08-29 21:01:00 UTC,-73.97586,40.776292,-73.964175,40.792402,1
05:30.0,5,2014-04-19 17:05:30 UTC,-73.998702,40.740066,-73.989193,40.745469,1
39:48.0,6.3,2009-03-19 15:39:48 UTC,-73.991724,40.770126,-73.999104,40.759906,1
09:00.0,49.57,2010-08-06 09:09:00 UTC,-73.987122,40.754155,-73.782432,40.64859,1
41:00.0,6,2012-10-11 20:41:00 UTC,-74.007677,40.732282,-73.993765,40.742375,6
19:00.0,6.9,2009-06-25 16:19:00 UTC,-73.97587,40.776345,-73.961262,40.780202,1
11:00.0,6.5,2012-11-02 15:11:00 UTC,-73.965152,40.806457,-73.974522,40.790957,2
29:09.0,5,2015-01-18 10:29:09 UTC,-73.98839569,40.74859619,-73.97860718,40.7526741,1
28:11.0,8.5,2015-04-24 20:28:11 UTC,-73.99490356,40.75016785,-73.98789978,40.74120331,1
25:15.0,4.9,2010-04-13 21:25:15 UTC,-73.995223,40.71984,-73.991261,40.730011,1
19:00.0,8.9,2011-12-11 02:19:00 UTC,-74.006695,40.725795,-73.986952,40.696112,2
35:18.0,8.1,2010-07-13 16:35:18 UTC,0,0,0,0,1
56:00.0,8,2013-06-24 18:56:00 UTC,-73.957542,40.782662,-73.947042,40.806747,1
54:37.0,12.5,2009-01-23 08:54:37 UTC,-73.987272,40.733373,-73.9818,40.766182,1
12:29.0,11.7,2010-05-05 21:12:29 UTC,-73.968572,40.761338,-74.001959,40.719195,1
39:54.0,6,2013-08-03 20:39:54 UTC,-74.005928,40.740583,-73.993764,40.747444,2
53:29.0,11.5,2015-06-27 21:53:29 UTC,-73.97966003,40.76459885,-73.96832275,40.79740143,2
28:27.0,20.9,2009-09-09 21:28:27 UTC,-73.998346,40.722945,-73.977574,40.792131,3
29:37.0,4.5,2010-12-11 11:29:37 UTC,-73.951581,40.783954,-73.960676,40.772045,1
17:18.0,12.5,2014-10-15 23:17:18 UTC,-73.985832,40.731106,-74.001817,40.751012,1
05:55.0,10,2015-04-21 22:05:55 UTC,-74.00692749,40.70765305,-73.99638367,40.7267952,1
54:53.0,4.5,2010-12-09 14:54:53 UTC,-74.002199,40.740358,-73.991586,40.744445,1
42:00.0,49.8,2011-04-22 07:42:00 UTC,-73.976513,40.74503,-73.781483,40.648082,1
29:54.0,36,2013-05-14 14:29:54 UTC,-73.885254,40.77312,-74.010115,40.721416,1
57:03.0,11.5,2013-06-17 06:57:03 UTC,-73.944064,40.795364,-73.971707,40.754717,1
06:00.0,4.5,2009-02-10 16:06:00 UTC,-73.973067,40.759047,-73.974733,40.758,4
01:00.0,12.1,2011-05-05 02:01:00 UTC,-73.987032,40.7293,-73.939445,40.705418,1
05:07.0,5.3,2009-08-29 08:05:07 UTC,-73.987535,40.770399,-73.972556,40.783243,1
41:26.0,3,2013-04-11 14:41:26 UTC,-73.956506,40.775408,-73.954226,40.778533,1
38:43.0,5.5,2014-08-31 11:38:43 UTC,-73.929509,40.770665,-73.918312,40.768026,1
26:38.0,10,2015-01-12 16:26:38 UTC,-73.9677887,40.7586441,-73.98881531,40.75646591,1
57:00.0,6.9,2009-08-17 09:57:00 UTC,0,0,0,0,1
00:00.0,9.7,2012-08-16 16:00:00 UTC,-73.978418,40.753615,-73.99065,40.731352,5
53:28.0,4.5,2013-02-17 04:53:28 UTC,-73.989925,40.73783,-73.995674,40.727145,1
09:06.0,5.4,2009-02-27 02:09:06 UTC,-73.991486,40.744878,-73.977545,40.747201,1
37:09.0,14.9,2010-12-04 08:37:09 UTC,-73.992922,40.748015,-73.972214,40.689594,1
35:39.0,9.5,2014-11-11 20:35:39 UTC,-73.956185,40.778915,-73.976595,40.765886,1
14:00.0,5.3,2010-06-18 21:14:00 UTC,-73.993582,40.721225,-73.989015,40.722917,1
22:00.0,6.1,2012-03-15 16:22:00 UTC,-73.946038,40.773142,-73.960645,40.779135,1
57:00.0,6.9,2010-05-05 10:57:00 UTC,-73.99781,40.741148,-74.009972,40.720113,1
30:00.0,13,2014-03-19 21:30:00 UTC,-73.96983,40.762457,-73.933142,40.795087,1
47:28.0,12.5,2014-09-05 15:47:28 UTC,-73.992451,40.749117,-73.999383,40.727569,1
02:43.0,19,2015-06-22 16:02:43 UTC,-73.96143341,40.75780487,-73.99010468,40.75783539,1
27:00.0,6.1,2009-02-19 13:27:00 UTC,-73.990873,40.745497,-73.999957,40.73818,1
28:50.0,12.5,2012-07-06 10:28:50 UTC,-73.973579,40.74774,-74.008001,40.711864,1
26:00.0,10.9,2012-07-11 21:26:00 UTC,-73.967913,40.762745,-73.975595,40.79205,1
32:00.0,3.7,2009-02-19 19:32:00 UTC,-73.953573,40.766842,-73.958133,40.760803,6
55:00.0,4.1,2010-05-16 18:55:00 UTC,-74.003497,40.738967,-73.995605,40.744998,5
48:09.0,4.9,2012-01-15 12:48:09 UTC,-73.97697,40.764856,-73.961391,40.760259,2
07:47.0,8.1,2012-03-15 23:07:47 UTC,-73.968125,40.762411,-73.949425,40.781358,1
22:52.0,10.1,2012-04-22 14:22:52 UTC,-73.96745,40.788019,-73.983885,40.760167,1
28:00.0,11,2014-03-07 16:28:00 UTC,-73.957145,40.786122,-73.967252,40.763392,1
12:05.0,8,2015-03-19 09:12:05 UTC,-73.96329498,40.76928329,-73.97618103,40.76010513,1
48:00.0,10.5,2011-10-02 00:48:00 UTC,-74.015413,40.708005,-73.994767,40.720632,1
32:00.0,6.1,2011-10-06 21:32:00 UTC,-73.998417,40.717427,-74.00695,40.704562,2
11:11.0,17.3,2009-04-30 00:11:11 UTC,-73.991576,40.750162,-73.99578,40.682519,1
48:00.0,10.9,2011-09-28 21:48:00 UTC,-74.01529,40.710935,-73.989882,40.730318,1
11:59.0,8,2014-04-12 15:11:59 UTC,-74.007971,40.741845,-74.00708,40.727347,3
29:00.0,9.7,2009-06-24 18:29:00 UTC,-73.974658,40.754853,-73.952043,40.769373,1
48:53.0,6.5,2011-11-19 15:48:53 UTC,-73.990311,40.750479,-73.978193,40.748242,1
48:13.0,10,2013-04-04 10:48:13 UTC,-73.974754,40.778642,-73.962522,40.80485,1
37:00.0,5.5,2013-05-23 01:37:00 UTC,-73.949795,40.705155,-73.964642,40.710757,1
43:00.0,7.5,2013-12-30 14:43:00 UTC,-73.971133,40.763937,-73.953092,40.768092,1
52:46.0,7,2015-02-16 14:52:46 UTC,-73.98329163,40.75064087,-73.99758911,40.75638962,1
27:41.0,9,2015-05-30 23:27:41 UTC,-74.00769043,40.74296188,-73.98963165,40.75895309,2
22:06.0,8.1,2009-12-13 01:22:06 UTC,-73.996311,40.743499,-74.007054,40.718374,1
32:23.0,3.3,2011-11-04 23:32:23 UTC,-73.983221,40.677554,-73.984525,40.681257,4
51:11.0,9.5,2015-04-18 11:51:11 UTC,-73.98714447,40.7503624,-74.00525665,40.74814224,5
09:00.0,6.1,2009-11-13 18:09:00 UTC,-73.99864,40.739822,-73.98672,40.73686,1
33:00.0,9,2014-05-22 19:33:00 UTC,-73.977265,40.7519,-73.9853,40.755742,1
26:09.0,3.3,2009-09-19 10:26:09 UTC,-73.972455,40.759575,-73.974335,40.761989,1
21:53.0,6.9,2011-08-01 21:21:53 UTC,-73.9879,40.754888,-74.005394,40.728035,1
41:31.0,21,2013-04-06 10:41:31 UTC,-73.961948,40.771226,-74.004274,40.735575,1
54:56.0,5.3,2010-01-25 18:54:56 UTC,-73.955504,40.772667,-73.967922,40.760352,1
29:00.0,4.5,2010-03-30 02:29:00 UTC,-73.975057,40.789583,-73.975057,40.789583,2
50:00.0,14.5,2013-11-13 22:50:00 UTC,-73.96041,40.766315,-73.99991,40.750765,1
36:47.0,17,2014-05-07 10:36:47 UTC,-74.012656,40.7078,-73.994969,40.750026,1
54:42.0,12.5,2014-11-11 09:54:42 UTC,-73.95515,40.788806,-73.973272,40.763562,1
52:00.0,5.5,2013-02-13 12:52:00 UTC,-73.98404,40.754917,-73.976427,40.765177,1
39:00.0,9,2014-01-19 10:39:00 UTC,-73.952963,40.776305,-73.974275,40.75167,5
46:49.0,16,2014-04-09 19:46:49 UTC,-73.967192,40.756967,-73.969723,40.799912,1
03:08.0,12.5,2015-05-18 15:03:08 UTC,-73.98165131,40.77859879,-73.97832489,40.75973892,1
40:02.0,8.9,2010-11-12 00:40:02 UTC,-73.987879,40.721035,-74.00646,40.739513,1
34:00.0,12.5,2013-05-26 00:34:00 UTC,-74.00375,40.722532,-73.986747,40.760135,1
34:30.0,17.5,2014-07-16 18:34:30 UTC,-73.990487,40.730568,-73.959819,40.776282,1
17:00.0,6,2013-08-10 10:17:00 UTC,-73.989942,40.76641,-74.001307,40.752282,2
11:00.0,10,2013-09-04 22:11:00 UTC,-73.982302,40.772245,-73.952652,40.778502,1
33:37.0,15.5,2015-05-04 20:33:37 UTC,-73.97480774,40.75328064,-74.00543213,40.70721817,1
23:00.0,6.9,2009-01-23 22:23:00 UTC,-74.00837,40.737585,-73.987558,40.728893,5
45:00.0,14.9,2010-06-18 23:45:00 UTC,-74.013418,40.702192,-73.98401,40.729295,5
56:00.0,10.5,2011-10-05 13:56:00 UTC,-73.961983,40.805527,-73.986032,40.770478,5
34:57.0,5.5,2012-12-26 15:34:57 UTC,-73.998561,40.740478,-73.990978,40.734825,2
51:50.0,6,2013-08-03 14:51:50 UTC,-74.006474,40.714127,-74.014415,40.704022,1
01:54.0,6.9,2009-08-04 22:01:54 UTC,-73.981626,40.750159,-73.967036,40.753427,2
43:23.0,8.1,2010-12-08 20:43:23 UTC,-74.00579,40.739961,-73.991737,40.744901,1
31:00.0,8.5,2010-03-28 21:31:00 UTC,-73.982088,40.768192,-73.955407,40.773478,1
50:52.0,17.3,2010-05-21 08:50:52 UTC,-74.010716,40.719157,-73.969313,40.762762,2
59:08.0,5.3,2011-04-28 14:59:08 UTC,-73.975801,40.761969,-73.96924,40.758441,1
47:00.0,14.1,2012-06-15 09:47:00 UTC,-73.963227,40.766432,-73.975762,40.744697,1
17:54.0,33.3,2012-10-11 00:17:54 UTC,-73.991037,40.756122,-74.01699,40.675712,2
13:58.0,2.5,2013-06-13 17:13:58 UTC,-73.949547,40.751402,-73.94924,40.751742,1
39:00.0,13,2014-07-21 12:39:00 UTC,-73.989265,40.758767,-73.975482,40.756662,1
11:00.0,18.9,2010-03-23 15:11:00 UTC,-73.962312,40.778973,-74.001105,40.718838,4
05:43.0,8.9,2010-05-22 01:05:43 UTC,-73.986861,40.759329,-73.95661,40.776525,1
16:00.0,6.5,2011-01-12 18:16:00 UTC,-73.995985,40.729215,-73.985688,40.740977,1
23:00.0,7.3,2011-07-29 20:23:00 UTC,-73.953562,40.782297,-73.974477,40.762587,1
38:51.0,22,2013-03-30 22:38:51 UTC,-73.954038,40.787372,-74.003767,40.732483,1
36:20.0,15.5,2013-11-23 05:36:20 UTC,-74.006299,40.733733,-73.945078,40.70867,1
38:00.0,4.9,2012-02-25 10:38:00 UTC,-73.986565,40.76238,-73.973577,40.762817,1
37:13.0,10.5,2015-03-13 03:37:13 UTC,-73.92610168,40.7720108,-73.8937149,40.77023315,1
44:30.0,5.5,2009-01-14 19:44:30 UTC,-73.961877,40.771102,-73.951575,40.766498,1
56:00.0,6.5,2010-09-26 22:56:00 UTC,-73.979723,40.751697,-73.988592,40.736923,1
54:32.0,5,2013-02-16 07:54:32 UTC,-73.98444,40.779632,-73.982247,40.769446,1
48:00.0,14,2013-04-23 09:48:00 UTC,-73.978358,40.748312,-73.97334,40.765008,1
08:57.0,5.3,2011-11-19 14:08:57 UTC,-73.951084,40.777671,-73.951084,40.777671,1
28:39.0,5,2013-11-22 20:28:39 UTC,-73.98824,40.740295,-73.979177,40.741318,2
05:00.0,4.5,2014-01-11 12:05:00 UTC,-73.936927,40.813695,-73.939337,40.805147,4
59:11.0,7.7,2010-04-26 12:59:11 UTC,-73.96075,40.756899,-73.963876,40.773966,1
49:00.0,9.3,2010-09-02 17:49:00 UTC,-73.982165,40.731883,-73.96035,40.770555,5
46:00.0,8,2013-05-14 08:46:00 UTC,-73.986482,40.762065,-73.982907,40.750902,1
03:07.0,6.9,2009-01-03 19:03:07 UTC,-73.988243,40.769698,-73.969718,40.794668,1
32:07.0,6.5,2009-03-25 19:32:07 UTC,-73.971732,40.756693,-73.987911,40.738306,3
20:26.0,6.5,2010-02-24 06:20:26 UTC,-73.972853,40.749883,-73.998173,40.760759,1
52:19.0,5.5,2012-12-05 14:52:19 UTC,-73.985007,40.748047,-73.982805,40.742811,1
33:00.0,20,2013-08-17 03:33:00 UTC,-73.983187,40.763817,-73.91964,40.766082,6
42:00.0,9,2013-08-31 15:42:00 UTC,-73.983022,40.730812,-73.98895,40.748232,1
08:11.0,10.1,2011-05-09 22:08:11 UTC,-73.960675,40.769954,-73.956234,40.803097,1
57:00.0,7,2014-12-29 12:57:00 UTC,-73.97013,40.76428,-73.95537,40.76579,1
10:33.0,13,2015-02-19 19:10:33 UTC,-73.98578644,40.74726486,-74.00233459,40.76053238,1
12:45.0,5.4,2009-11-05 19:12:45 UTC,-73.966781,40.764327,-73.972733,40.765049,1
42:14.0,6.1,2010-04-08 10:42:14 UTC,-73.96746,40.788325,-73.980336,40.770202,1
27:00.0,2.5,2012-01-25 18:27:00 UTC,0,0,0,0,5
21:00.0,6.1,2012-08-31 21:21:00 UTC,-73.99216,40.759118,-73.977052,40.752457,5
33:59.0,14,2012-09-28 19:33:59 UTC,-73.982018,40.772527,-73.957005,40.804853,1
33:00.0,18,2014-07-18 08:33:00 UTC,-73.953087,40.765917,-73.996678,40.736428,1
18:00.0,14.5,2013-06-19 12:18:00 UTC,-73.993445,40.751737,-74.016185,40.715072,1
15:00.0,10.9,2009-05-18 18:15:00 UTC,-73.973097,40.762455,-73.945617,40.80465,4
24:19.0,18,2014-12-02 10:24:19 UTC,-73.955044,40.765513,-73.926111,40.827533,1
08:26.0,6.1,2012-06-07 12:08:26 UTC,-73.95416,40.781317,-73.966132,40.77033,1
59:31.0,8.5,2015-06-30 17:59:31 UTC,-73.93299866,40.75870895,-73.93965149,40.75180054,1
28:07.0,8.9,2012-06-16 18:28:07 UTC,-74.003895,40.741787,-73.986022,40.75887,1
06:04.0,57.33,2014-03-12 16:06:04 UTC,-73.783424,40.648559,-73.982793,40.757356,2
33:04.0,16.5,2009-10-08 14:33:04 UTC,-73.953919,40.76544,-73.989769,40.756389,1
22:00.0,21.7,2011-06-01 18:22:00 UTC,-73.958948,40.780663,-74.009202,40.70526,5
13:58.0,8.1,2011-07-22 23:13:58 UTC,-73.978,40.7523,-73.9918,40.7639,0
22:22.0,13.3,2009-09-13 03:22:22 UTC,-73.987015,40.720778,-74.015501,40.715817,1
54:00.0,7.7,2010-05-06 07:54:00 UTC,-73.972923,40.752008,-74.00267,40.76069,1
09:14.0,87,2011-08-26 07:09:14 UTC,-73.999397,40.719329,-74.183312,40.688005,2
13:53.0,14.1,2012-07-10 01:13:53 UTC,-73.988342,40.72337,-73.916842,40.70046,1
56:00.0,10.5,2013-01-13 10:56:00 UTC,-73.98833,40.72334,-73.982313,40.754912,1
56:00.0,10.5,2013-01-13 10:56:00 UTC,-73.97798,40.752872,-73.969097,40.785567,1
40:00.0,9.5,2013-07-30 17:40:00 UTC,-73.99386,40.741647,-73.987547,40.728862,4
37:00.0,21.5,2012-09-06 15:37:00 UTC,-73.972498,40.786228,-74.009302,40.735325,2
35:33.0,6.5,2013-05-21 21:35:33 UTC,-73.980584,40.676244,-73.965176,40.679405,1
18:24.0,10,2013-01-08 06:18:24 UTC,-74.007155,40.732349,-73.983678,40.76095,1
29:02.0,8.2,2009-03-15 23:29:02 UTC,-73.962759,40.794435,-73.962179,40.770605,1
51:52.0,6.5,2009-10-20 08:51:52 UTC,-73.982487,40.767222,-73.988504,40.754056,2
38:03.0,8.9,2012-04-24 15:38:03 UTC,-73.954867,40.783108,-73.975487,40.789342,2
